0.0892 	0.2722 	0.3444 	0.7884 	0.4361 	0.5214 	0.0870 	0.2797 	0.0000 	0.1373 	1
0.0939 	0.2788 	0.3143 	0.7906 	0.3738 	0.5250 	0.0870 	0.2872 	0.0000 	0.3725 	1
0.0986 	0.3736 	0.6075 	0.8352 	0.0000 	0.3946 	0.0048 	0.3318 	0.0000 	0.0000 	1
0.1033 	0.2726 	0.3083 	0.8062 	0.3115 	0.5321 	0.0950 	0.3039 	0.0000 	0.0000 	1
0.1080 	0.2792 	0.3128 	0.7951 	0.3302 	0.5732 	0.0998 	0.2937 	0.0000 	0.0000 	1
0.1127 	0.2656 	0.3985 	0.7795 	0.2679 	0.5429 	0.0805 	0.2788 	0.0000 	0.0000 	1
0.1174 	0.2849 	0.3383 	0.7884 	0.2866 	0.5696 	0.1047 	0.2881 	0.0000 	0.0000 	1
0.1221 	0.2976 	0.3729 	0.7751 	0.3489 	0.5054 	0.0950 	0.2788 	0.0000 	0.0000 	1
0.1268 	0.2660 	0.3218 	0.7751 	0.3240 	0.5768 	0.0902 	0.2788 	0.0000 	0.0000 	1
0.1315 	0.2867 	0.2752 	0.7840 	0.3551 	0.5964 	0.0918 	0.2890 	0.0000 	0.0000 	1
0.1362 	0.2937 	0.3534 	0.7773 	0.3084 	0.5446 	0.0966 	0.2844 	0.0000 	0.0000 	1
0.1408 	0.2867 	0.2887 	0.7929 	0.3146 	0.5839 	0.0982 	0.3030 	0.0000 	0.2745 	1
0.1455 	0.2774 	0.3173 	0.7795 	0.2648 	0.6179 	0.0902 	0.2900 	0.0000 	0.0000 	1
0.1502 	0.2897 	0.3188 	0.7751 	0.2928 	0.5643 	0.0982 	0.2909 	0.0286 	0.4314 	1
0.1549 	0.2801 	0.2767 	0.7728 	0.3396 	0.6393 	0.0966 	0.2900 	0.0000 	0.1176 	1
0.1596 	0.2932 	0.2947 	0.7884 	0.3271 	0.5607 	0.0918 	0.3086 	0.0000 	0.0000 	1
0.1643 	0.1984 	0.3850 	0.7684 	0.2866 	0.5232 	0.0902 	0.2918 	0.0000 	0.0000 	1
0.1690 	0.3486 	0.4752 	0.7862 	0.3209 	0.3571 	0.0821 	0.3113 	0.0349 	0.0000 	1
0.1737 	0.2994 	0.3023 	0.7751 	0.3302 	0.5625 	0.1031 	0.3020 	0.0000 	0.0000 	1
0.1784 	0.4820 	0.5233 	0.8508 	0.0561 	0.3500 	0.0177 	0.3848 	0.0000 	0.0000 	1
0.1831 	0.4820 	0.5233 	0.8508 	0.0561 	0.3500 	0.0177 	0.3848 	0.0000 	0.0000 	1
0.1878 	0.2976 	0.3098 	0.7795 	0.2586 	0.5750 	0.1031 	0.3104 	0.0000 	0.0000 	1
0.1925 	0.2809 	0.2977 	0.7617 	0.2835 	0.6054 	0.0950 	0.2983 	0.0000 	0.0000 	1
0.1972 	0.2915 	0.3729 	0.7550 	0.3240 	0.5268 	0.0950 	0.2937 	0.0000 	0.0000 	1
0.2019 	0.4807 	0.4511 	0.8552 	0.1340 	0.3482 	0.0274 	0.4006 	0.0000 	0.0000 	1
0.2066 	0.2946 	0.3008 	0.7639 	0.2804 	0.5607 	0.0998 	0.3095 	0.0000 	0.5882 	1
0.2113 	0.3446 	0.4150 	0.7751 	0.3302 	0.3821 	0.0886 	0.3318 	0.0000 	0.0000 	1
0.2160 	0.3310 	0.3699 	0.7506 	0.2773 	0.5196 	0.0918 	0.3160 	0.0000 	0.3137 	1
0.2207 	0.6813 	0.4902 	0.8241 	0.1308 	0.3143 	0.0032 	0.4080 	0.0000 	0.1961 	1
0.2254 	0.4864 	0.3729 	0.8396 	0.1558 	0.3893 	0.0209 	0.4266 	0.0000 	0.0000 	1
0.2300 	0.3437 	0.4286 	0.7461 	0.2928 	0.4054 	0.0950 	0.3234 	0.0000 	0.0000 	1
0.2347 	0.5290 	0.4496 	0.8285 	0.0685 	0.3464 	0.0145 	0.4303 	0.0000 	0.3137 	1
0.2394 	0.3560 	0.3714 	0.7416 	0.3084 	0.4554 	0.0966 	0.3448 	0.0000 	0.2157 	1
0.2441 	0.3042 	0.4060 	0.6392 	0.2804 	0.5411 	0.0886 	0.3346 	0.0000 	0.0000 	1
0.2488 	0.3169 	0.3624 	0.6325 	0.3084 	0.5429 	0.0886 	0.3383 	0.0000 	0.0000 	1
0.2535 	0.2910 	0.3729 	0.6258 	0.3115 	0.5661 	0.0821 	0.3336 	0.0000 	0.1765 	1
0.2582 	0.2871 	0.2586 	0.6036 	0.3115 	0.6946 	0.0902 	0.3374 	0.0000 	0.4706 	1
0.2629 	0.0439 	0.3398 	0.7728 	0.2586 	0.5661 	0.0998 	0.2714 	0.0000 	0.6078 	1
0.2676 	0.3112 	0.3218 	0.7751 	0.3115 	0.5607 	0.0966 	0.2788 	0.0000 	0.0000 	1
0.2723 	0.2805 	0.4135 	0.8330 	0.2741 	0.5679 	0.0950 	0.2416 	0.0000 	0.0000 	1
0.2770 	0.2805 	0.4000 	0.8151 	0.2804 	0.5321 	0.0918 	0.2639 	0.0000 	0.2157 	1
0.2817 	0.3468 	0.4316 	0.8062 	0.2555 	0.5054 	0.0225 	0.3095 	0.0000 	0.0000 	1
0.2864 	0.3784 	0.4632 	0.7973 	0.3209 	0.3411 	0.0193 	0.3011 	0.2190 	0.0000 	1
0.2911 	0.4640 	0.4180 	0.8597 	0.1838 	0.3536 	0.0370 	0.3820 	0.0000 	0.2157 	1
0.2958 	0.4881 	0.5173 	0.8486 	0.1526 	0.2750 	0.0000 	0.3959 	0.0000 	0.0000 	1
0.3005 	0.4640 	0.4135 	0.8330 	0.1900 	0.3929 	0.0290 	0.3885 	0.0000 	0.1373 	1
0.3052 	0.4320 	0.4451 	0.7996 	0.2586 	0.3839 	0.0145 	0.3690 	0.0000 	0.0000 	1
0.3099 	0.4552 	0.3489 	0.8129 	0.1807 	0.4304 	0.0306 	0.4108 	0.0000 	0.3333 	1
0.3146 	0.4552 	0.3489 	0.8129 	0.1807 	0.4482 	0.0306 	0.4108 	0.0000 	0.3333 	1
0.3192 	0.4552 	0.3594 	0.7973 	0.1900 	0.4268 	0.0370 	0.4080 	0.0000 	0.3137 	1
0.3239 	0.5202 	0.3880 	0.7973 	0.1651 	0.3893 	0.0193 	0.4405 	0.0000 	0.0588 	1
0.3286 	0.2015 	0.6211 	0.8174 	0.4517 	0.3679 	0.0258 	0.1794 	0.0000 	0.2353 	2
0.3333 	0.3218 	0.4376 	0.8619 	0.3053 	0.3839 	0.0870 	0.2686 	0.0000 	0.6275 	2
0.3380 	0.2098 	0.3549 	0.7996 	0.3832 	0.5875 	0.1079 	0.2230 	0.0000 	0.0000 	2
0.3427 	0.2265 	0.3925 	0.7951 	0.3988 	0.5464 	0.0982 	0.2286 	0.0000 	0.0000 	2
0.3474 	0.2112 	0.3444 	0.7929 	0.3894 	0.5893 	0.1159 	0.2296 	0.0000 	0.0000 	2
0.3521 	0.2085 	0.3444 	0.7973 	0.3801 	0.5911 	0.1111 	0.2351 	0.0000 	0.0000 	2
0.3568 	0.2327 	0.4075 	0.8040 	0.3894 	0.4607 	0.1063 	0.2416 	0.0000 	0.0000 	2
0.3615 	0.2248 	0.3414 	0.7973 	0.3894 	0.5393 	0.0982 	0.2426 	0.0000 	0.0000 	2
0.3662 	0.2186 	0.4797 	0.7840 	0.2991 	0.5482 	0.0596 	0.2333 	0.0000 	0.2745 	2
0.3709 	0.2085 	0.3143 	0.7840 	0.5016 	0.5446 	0.1111 	0.2361 	0.0000 	0.0000 	2
0.3756 	0.2094 	0.3203 	0.7840 	0.5701 	0.5089 	0.1111 	0.2361 	0.0000 	0.0000 	2
0.3803 	0.2098 	0.3789 	0.7684 	0.3551 	0.6000 	0.0982 	0.2258 	0.0000 	0.0000 	2
0.3850 	0.2331 	0.4030 	0.7906 	0.2991 	0.5357 	0.1095 	0.2481 	0.0000 	0.0000 	2
0.3897 	0.2103 	0.3549 	0.7840 	0.3925 	0.5464 	0.1095 	0.2435 	0.0000 	0.1765 	2
0.3944 	0.1291 	0.5293 	0.6882 	0.5576 	0.4411 	0.1771 	0.1533 	0.0000 	0.0000 	2
0.3991 	0.2239 	0.3955 	0.7973 	0.3738 	0.5196 	0.0725 	0.2584 	0.0000 	0.0000 	2
0.4038 	0.1993 	0.3774 	0.7773 	0.3676 	0.6143 	0.0612 	0.2416 	0.0000 	0.0000 	2
0.4085 	0.2327 	0.4015 	0.7773 	0.3832 	0.5071 	0.1079 	0.2463 	0.0000 	0.1961 	2
0.4131 	0.2208 	0.3429 	0.7795 	0.3707 	0.5500 	0.0966 	0.2500 	0.0000 	0.0000 	2
0.4178 	0.2305 	0.2737 	0.7751 	0.4922 	0.6107 	0.1014 	0.2463 	0.0000 	0.1765 	2
0.4225 	0.3187 	0.3308 	0.8330 	0.2555 	0.4411 	0.1031 	0.3281 	0.0000 	0.4314 	2
0.4272 	0.2151 	0.3263 	0.7661 	0.3614 	0.5804 	0.0709 	0.2639 	0.0000 	0.0000 	2
0.4319 	0.2076 	0.3594 	0.7595 	0.4019 	0.6161 	0.0113 	0.2751 	0.0000 	0.3725 	2
0.4366 	0.2085 	0.3774 	0.7439 	0.3676 	0.5875 	0.0628 	0.2593 	0.0000 	0.0000 	2
0.4413 	0.2256 	0.2977 	0.7416 	0.3738 	0.6196 	0.1079 	0.2612 	0.0000 	0.0000 	2
0.4460 	0.3270 	0.3955 	0.7639 	0.3551 	0.4375 	0.0821 	0.2946 	0.0000 	0.0000 	2
0.4507 	0.3187 	0.3444 	0.8062 	0.2399 	0.4518 	0.1031 	0.3439 	0.0000 	0.2941 	2
0.4554 	0.2757 	0.2211 	0.7238 	0.2710 	0.6679 	0.0998 	0.3225 	0.0000 	0.4706 	2
0.4601 	0.2520 	0.2917 	0.6414 	0.4424 	0.6071 	0.1176 	0.2890 	0.0000 	0.0000 	2
0.4648 	0.3055 	0.3353 	0.6592 	0.3551 	0.5554 	0.0966 	0.3123 	0.0444 	0.0000 	2
0.4695 	0.2371 	0.3038 	0.6347 	0.3583 	0.6179 	0.0918 	0.3123 	0.0349 	0.4314 	2
0.4742 	0.2700 	0.2436 	0.6058 	0.4174 	0.5464 	0.1127 	0.3532 	0.0000 	0.0000 	2
0.4789 	0.3095 	0.2842 	0.6147 	0.1682 	0.7143 	0.0564 	0.3708 	0.0000 	0.3922 	2
0.4836 	0.7068 	0.4617 	0.7016 	0.1153 	0.1357 	0.0129 	0.5771 	0.0000 	0.0000 	2
0.4883 	0.5685 	0.4662 	0.6459 	0.2741 	0.2393 	0.0129 	0.4981 	0.0000 	0.0000 	2
0.4930 	0.5970 	0.1083 	0.0000 	0.4953 	0.4250 	0.1304 	0.7258 	0.0000 	0.6667 	2
0.4977 	0.8824 	0.0000 	0.0000 	0.5639 	0.0000 	0.0934 	0.7314 	1.0000 	0.5490 	2
0.5023 	1.0000 	0.2361 	0.0000 	0.2212 	0.0625 	0.0193 	1.0000 	0.0000 	0.4706 	2
0.5070 	0.4860 	0.5564 	0.0000 	0.2212 	0.5107 	0.0161 	0.5660 	0.0000 	0.1569 	2
0.5117 	0.3086 	0.4496 	0.0000 	0.0841 	0.8286 	0.0000 	0.5167 	0.0000 	0.0000 	2
0.5164 	0.6800 	0.0752 	0.0000 	0.1495 	0.6071 	0.0000 	0.8597 	0.0000 	0.0000 	2
0.5211 	0.7129 	0.0436 	0.0000 	0.1433 	0.5839 	0.0000 	0.8857 	0.0000 	0.0000 	2
0.5258 	0.7296 	0.2872 	0.0000 	0.1184 	0.3946 	0.0097 	0.8336 	0.0000 	0.0000 	2
0.5305 	0.3411 	0.4105 	0.8530 	0.3022 	0.4893 	0.0918 	0.2584 	0.0000 	0.2745 	2
0.5352 	0.3213 	0.3564 	0.8842 	0.2804 	0.4696 	0.0966 	0.2788 	0.0000 	0.0000 	2
0.5399 	0.3209 	0.4030 	0.8664 	0.3240 	0.4589 	0.0821 	0.2649 	0.0000 	0.0000 	2
0.5446 	0.3134 	0.3774 	0.8686 	0.3489 	0.4500 	0.0886 	0.2677 	0.0000 	0.1961 	2
0.5493 	0.2603 	0.4496 	0.8196 	0.4735 	0.4018 	0.1031 	0.2277 	0.0000 	0.0000 	2
0.5540 	0.2450 	0.3865 	0.8107 	0.3863 	0.4857 	0.1047 	0.2416 	0.0000 	0.5686 	2
0.5587 	0.2357 	0.4256 	0.7951 	0.3676 	0.4714 	0.1031 	0.2351 	0.0000 	0.0000 	2
0.5634 	0.3200 	0.3789 	0.8374 	0.3209 	0.4625 	0.0934 	0.2779 	0.0000 	0.0000 	2
0.5681 	0.2406 	0.3308 	0.7884 	0.4143 	0.5625 	0.1031 	0.2416 	0.0000 	0.4118 	2
0.5728 	0.2511 	0.3759 	0.7884 	0.3707 	0.5411 	0.0902 	0.2481 	0.0000 	0.0000 	2
0.5775 	0.2599 	0.4135 	0.7751 	0.4424 	0.4839 	0.0998 	0.2379 	0.0000 	0.0000 	2
0.5822 	0.4662 	0.3714 	0.8196 	0.2679 	0.5250 	0.0870 	0.2872 	0.0000 	0.0000 	2
0.5869 	0.3323 	0.3308 	0.8151 	0.3956 	0.4821 	0.0934 	0.2900 	0.0000 	0.2353 	2
0.5915 	0.2423 	0.3323 	0.8040 	0.3022 	0.5250 	0.0902 	0.2946 	0.0000 	0.0000 	2
0.5962 	0.4241 	0.4586 	0.5078 	0.3551 	0.3893 	0.0789 	0.4108 	0.0000 	0.3333 	2
0.6009 	0.4183 	0.4241 	0.4655 	0.4299 	0.4232 	0.0853 	0.3848 	0.0857 	0.3333 	2
0.6056 	0.3973 	0.4887 	0.3007 	0.4174 	0.3482 	0.0628 	0.4768 	0.0000 	0.3529 	2
0.6103 	0.4662 	0.4541 	0.2249 	0.3333 	0.4250 	0.0531 	0.5307 	0.0000 	0.0000 	2
0.6150 	0.6580 	0.4466 	0.0000 	0.3333 	0.2554 	0.0306 	0.7444 	0.0000 	0.1961 	2
0.6197 	0.3064 	0.4060 	0.8864 	0.2773 	0.4786 	0.0934 	0.2528 	0.0000 	0.0000 	2
0.6244 	0.3007 	0.4481 	0.8753 	0.3894 	0.3571 	0.0870 	0.2584 	0.0000 	0.2941 	2
0.6291 	0.3055 	0.3910 	0.8575 	0.2991 	0.5304 	0.0837 	0.2500 	0.0000 	0.0000 	2
0.6338 	0.2959 	0.3699 	0.8686 	0.3146 	0.4500 	0.0886 	0.2797 	0.0000 	0.5490 	2
0.6385 	0.3033 	0.3414 	0.8463 	0.2461 	0.5821 	0.0902 	0.2742 	0.0000 	0.2353 	2
0.6432 	0.2616 	0.3248 	0.8062 	0.3988 	0.5625 	0.0982 	0.2491 	0.0000 	0.0000 	2
0.6479 	0.2454 	0.3098 	0.7840 	0.3894 	0.6339 	0.1063 	0.2296 	0.0000 	0.0000 	2
0.6526 	0.2454 	0.3218 	0.7929 	0.4206 	0.5946 	0.1047 	0.2379 	0.0000 	0.0000 	2
0.6573 	0.2524 	0.3910 	0.7884 	0.4112 	0.4875 	0.1095 	0.2491 	0.0000 	0.0000 	2
0.6620 	0.3231 	0.3714 	0.8085 	0.2430 	0.5393 	0.0918 	0.2770 	0.0286 	0.3333 	2
0.6667 	0.2401 	0.3188 	0.7817 	0.3583 	0.5714 	0.1095 	0.2602 	0.0190 	0.4902 	2
0.6714 	0.2608 	0.3414 	0.7728 	0.4673 	0.5196 	0.1063 	0.2556 	0.0000 	0.0000 	2
0.6761 	0.2392 	0.3398 	0.7082 	0.2928 	0.5643 	0.0934 	0.3141 	0.0000 	0.4706 	2
0.6808 	0.3178 	0.3188 	0.8174 	0.2960 	0.4929 	0.0998 	0.3020 	0.0000 	0.6863 	2
0.6854 	0.2871 	0.4391 	0.8151 	0.2555 	0.5286 	0.0177 	0.2946 	0.0000 	0.0000 	3
0.6901 	0.2173 	0.3910 	0.7862 	0.3271 	0.5107 	0.0902 	0.2695 	0.0000 	0.0000 	3
0.6948 	0.2436 	0.3774 	0.7951 	0.3396 	0.5161 	0.0902 	0.2797 	0.0000 	0.1961 	3
0.6995 	0.2318 	0.2150 	0.7840 	0.3302 	0.5500 	0.0918 	0.2881 	0.0000 	0.0000 	3
0.7042 	0.2414 	0.3624 	0.7684 	0.4579 	0.4768 	0.0966 	0.2742 	0.0000 	0.3333 	3
0.7089 	0.4442 	0.5398 	0.8686 	0.1682 	0.3018 	0.0000 	0.3773 	0.0000 	0.0000 	3
0.7136 	0.2915 	0.4376 	0.8129 	0.1121 	0.5696 	0.0097 	0.3253 	0.0000 	0.0000 	3
0.7183 	0.2173 	0.4045 	0.7572 	0.2897 	0.5143 	0.0950 	0.2686 	0.0000 	0.0000 	3
0.7230 	0.2542 	0.3203 	0.7973 	0.3178 	0.5000 	0.0982 	0.3123 	0.0000 	0.0000 	3
0.7277 	0.2331 	0.3474 	0.7572 	0.3022 	0.5714 	0.0837 	0.2928 	0.0000 	0.0000 	3
0.7324 	0.2371 	0.4030 	0.7550 	0.3084 	0.5054 	0.0837 	0.2993 	0.0000 	0.0000 	3
0.7371 	0.4416 	0.4962 	0.8374 	0.0903 	0.3536 	0.0177 	0.3922 	0.0000 	0.0000 	3
0.7418 	0.2902 	0.4211 	0.7595 	0.3832 	0.3982 	0.0934 	0.3123 	0.0000 	0.0000 	3
0.7465 	0.2989 	0.4165 	0.7483 	0.4174 	0.3804 	0.0918 	0.3141 	0.0000 	0.1765 	3
0.7512 	0.3147 	0.3910 	0.7439 	0.3894 	0.4161 	0.0902 	0.3309 	0.0000 	0.0000 	3
0.7559 	0.3595 	0.4376 	0.7884 	0.1433 	0.5071 	0.0258 	0.3216 	0.0476 	0.4706 	3
0.7606 	0.4811 	0.5203 	0.8419 	0.1931 	0.2768 	0.0370 	0.3448 	0.0000 	0.7255 	3
0.7653 	0.1752 	0.4932 	0.5969 	1.0000 	0.0143 	0.2705 	0.0409 	0.6984 	0.0000 	4
0.7700 	0.3512 	0.3008 	0.4120 	0.4891 	0.5143 	0.0966 	0.4331 	0.0000 	0.0000 	4
0.7746 	0.4636 	0.1248 	0.4187 	0.3956 	0.5446 	0.0757 	0.5558 	0.0000 	0.0000 	4
0.7793 	0.4548 	0.0451 	0.3808 	0.3956 	0.6482 	0.0934 	0.5753 	0.0000 	0.0000 	4
0.7840 	0.3749 	0.2872 	0.0000 	0.4237 	0.7036 	0.0612 	0.5669 	0.0000 	0.0000 	4
0.7887 	0.2419 	0.3203 	0.0000 	0.4798 	0.7268 	0.1562 	0.4405 	0.0000 	0.0000 	4
0.7934 	0.3859 	0.3820 	0.0000 	0.4579 	0.5750 	0.0757 	0.5474 	0.0000 	0.0000 	4
0.7981 	0.5505 	0.4075 	0.0000 	0.4019 	0.4304 	0.0515 	0.6329 	0.0000 	0.0000 	4
0.8028 	0.0882 	0.3444 	0.0000 	0.8567 	0.1196 	1.0000 	0.1422 	0.0000 	0.0000 	4
0.8075 	0.0904 	0.3414 	0.0000 	0.8505 	0.1589 	1.0000 	0.1394 	0.0000 	0.0000 	4
0.8122 	0.4074 	0.3985 	0.0000 	0.3458 	0.4357 	0.0531 	0.6571 	0.0000 	0.0000 	4
0.8169 	0.4140 	0.3188 	0.3586 	0.5857 	0.4232 	0.1224 	0.3968 	0.0762 	1.0000 	4
0.8216 	0.4407 	0.3368 	0.0735 	0.3801 	0.6393 	0.0209 	0.5428 	0.0000 	0.5490 	4
0.8263 	0.3468 	0.4917 	0.5323 	0.3956 	0.4571 	0.0000 	0.3848 	0.0000 	0.0000 	5
0.8310 	0.3608 	0.4602 	0.5367 	0.2804 	0.5268 	0.0000 	0.4033 	0.0000 	0.0000 	5
0.8357 	0.3134 	0.5609 	0.4989 	0.4143 	0.4589 	0.0000 	0.3559 	0.0000 	0.0000 	5
0.8404 	0.3235 	0.5053 	0.4878 	0.4268 	0.5107 	0.0000 	0.3615 	0.0000 	0.0000 	5
0.8451 	0.0808 	0.5519 	0.3875 	0.3894 	0.8464 	0.0000 	0.2007 	0.0000 	0.0000 	5
0.8498 	0.3393 	0.6406 	0.1737 	0.4517 	0.4804 	0.0000 	0.4201 	0.0000 	0.0000 	5
0.8545 	0.3516 	0.5143 	0.0000 	0.5607 	0.5232 	0.0000 	0.5065 	0.0000 	0.0000 	5
0.8592 	0.3749 	0.5759 	0.0000 	0.0841 	0.6554 	0.0000 	0.5381 	0.0000 	0.0000 	5
0.8638 	0.0000 	1.0000 	0.0000 	0.0156 	1.0000 	0.0000 	0.1134 	0.0000 	0.0000 	5
0.8685 	0.0070 	0.4451 	0.7127 	0.4735 	0.5357 	0.2834 	0.0000 	0.3778 	0.0000 	6
0.8732 	0.3174 	0.5398 	0.7261 	0.6012 	0.2571 	0.2351 	0.0335 	0.5175 	0.0000 	6
0.8779 	0.5268 	0.4075 	0.7439 	0.2928 	0.4589 	0.0966 	0.3160 	0.0000 	0.0000 	6
0.8826 	0.4969 	0.6211 	0.4900 	0.5514 	0.0804 	0.1224 	0.4024 	0.0000 	0.0000 	6
0.8873 	0.5487 	0.7609 	0.4076 	0.3178 	0.1107 	0.0499 	0.2955 	0.5333 	0.0000 	6
0.8920 	0.2186 	0.4737 	0.3964 	0.4673 	0.5875 	0.0000 	0.3011 	0.2413 	0.0000 	6
0.8967 	0.2138 	0.6195 	0.0000 	0.6511 	0.6196 	0.0000 	0.3095 	0.2032 	0.1765 	6
0.9014 	0.2230 	0.5218 	0.0000 	0.7788 	0.6518 	0.0064 	0.3355 	0.1270 	0.1765 	6
0.9061 	0.2651 	0.6045 	0.0000 	0.5327 	0.5732 	0.0000 	0.2881 	0.5048 	0.1569 	6
0.9108 	0.2493 	0.5759 	0.0000 	0.5265 	0.6214 	0.0000 	0.2872 	0.4984 	0.1373 	6
0.9155 	0.1888 	0.5128 	0.0000 	0.7445 	0.6393 	0.0129 	0.3383 	0.1937 	0.0980 	6
0.9202 	0.1936 	0.4722 	0.0000 	0.7009 	0.6107 	0.0225 	0.3699 	0.2571 	0.0196 	6
0.9249 	0.2687 	0.5970 	0.0000 	0.6386 	0.6196 	0.0000 	0.3271 	0.2095 	0.0000 	6
0.9296 	0.1826 	0.5489 	0.0000 	0.7383 	0.5875 	0.0064 	0.3392 	0.2032 	0.0000 	6
0.9343 	0.2169 	0.6436 	0.0000 	0.6916 	0.5786 	0.0081 	0.3160 	0.1683 	0.0000 	6
0.9390 	0.1725 	0.6647 	0.0000 	0.6106 	0.6589 	0.0000 	0.2704 	0.2000 	0.0000 	6
0.9437 	0.2362 	0.1835 	0.0000 	0.2804 	0.9589 	0.4348 	0.3253 	0.0000 	0.0000 	6
0.9484 	0.1752 	0.6195 	0.0000 	0.6636 	0.6982 	0.0000 	0.2751 	0.1778 	0.0000 	6
0.9531 	0.2384 	0.6120 	0.0000 	0.5296 	0.5893 	0.0000 	0.2649 	0.5429 	0.0000 	6
0.9577 	0.2204 	0.6346 	0.0000 	0.6168 	0.6232 	0.0000 	0.3048 	0.2127 	0.0000 	6
0.9624 	0.2709 	0.6346 	0.0000 	0.4704 	0.5679 	0.0000 	0.2955 	0.4921 	0.0000 	6
0.9671 	0.2327 	0.6331 	0.0000 	0.4922 	0.5893 	0.0000 	0.3011 	0.4381 	0.0000 	6
0.9718 	0.3143 	0.5504 	0.0000 	0.4766 	0.5446 	0.2271 	0.0967 	0.9143 	0.0000 	6
0.9765 	0.2305 	0.5474 	0.0000 	0.7632 	0.5429 	0.0000 	0.3736 	0.1714 	0.0000 	6
0.9812 	0.2230 	0.5128 	0.0000 	0.8069 	0.5000 	0.0129 	0.3485 	0.3365 	0.0000 	6
0.9859 	0.2502 	0.6301 	0.0000 	0.5296 	0.5804 	0.0000 	0.2760 	0.5048 	0.0000 	6
0.9906 	0.4170 	0.5459 	0.0000 	0.5389 	0.6446 	0.0000 	0.2797 	0.5206 	0.0000 	6
0.9953 	0.2353 	0.5489 	0.0000 	0.5140 	0.6786 	0.0000 	0.2835 	0.4984 	0.0000 	6
1.0000 	0.2616 	0.5263 	0.0000 	0.5576 	0.6339 	0.0000 	0.2965 	0.5302 	0.0000 	6
